cle_triptyque_temps,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_coref,time_code_coref,time_debut_coref,time_fin_coref,time_source_coref,time_ud_governor_coref,time_texte_auto,time_code_auto,time_debut_auto,time_fin_auto,time_source_auto,time_ud_governor_auto,temps_coref,temps_auto,statut_temps
8035 || 8037 || _,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,dire,,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8050 || 8052 || 8054,5,189,390,On a vu des choses plus extraordinaires!» C' étaient surtout les lecteurs du Daily Telegraph.,On,vu,des choses plus extraordinaires,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8069 || 8070 || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,on,sentit,,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8074 || 8076 || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,ce journal lui-même,commençait,,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8074 || 8078 || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,ce journal lui-même,faiblir,,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8559 || 8560 || 8545,5,192,410,"Mais cinq jours après son départ, après l' article du Bulletin de la Société de géographie, les offres commencèrent à affluer.",les offres,commencèrent,cinq jours après son départ,cinq jours après son départ,1872-10-07-00-00,,,objet,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,objet,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8559 || 8560 || 8549,5,192,410,"Mais cinq jours après son départ, après l' article du Bulletin de la Société de géographie, les offres commencèrent à affluer.",les offres,commencèrent,après l'article du Bulletin de la Société de géographie,cinq jours après son départ,1872-10-07-00-00,,,ud_direct,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,ud_direct,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8559 || 8562 || _,5,192,410,"Mais cinq jours après son départ, après l' article du Bulletin de la Société de géographie, les offres commencèrent à affluer.",les offres,affluer,,cinq jours après son départ,1872-10-07-00-00,,,ud_scope_anchor,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,ud_scope_anchor,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8565 || 8567 || _,5,192,411,Le Phileas Fogg baissa.,Le Phileas Fogg,baissa,,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8569 || 8571 || 8570,5,192,412,On l' offrit par paquets.,On,offrit,l',cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8569 || 8571 || 8573,5,192,412,On l' offrit par paquets.,On,offrit,par paquets,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8585 || 8575 || 8579,5,192,413,"Pris d' abord à cinq, puis à dix, on ne le prit plus qu' à vingt, à cinquante, à cent!",on,Pris,à cinq puis à dix,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8585 || 8588 || 8587,5,192,413,"Pris d' abord à cinq, puis à dix, on ne le prit plus qu' à vingt, à cinquante, à cent!",on,prit,le,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8602 || 8604 || 8603,5,193,414,Un seul partisan lui resta.,Un seul partisan,resta,lui,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
_ || 8619 || 8622,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",,cloué,sur son fauteuil,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8617 || 8625 || 8627,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",L'honorable gentleman,donné,sa fortune,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8617 || 8629 || _,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",L'honorable gentleman,pouvoir,,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
_ || 8630 || 8632,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",,faire,le tour du monde,en dix ans,,,,ud_direct,faire,en dix ans,1882-10-12-03-00,1872-10-12 03:00,1882-10-12 03:00,ud_direct,faire,,1882-10-12-03,seulement_auto
_ || 8630 || 8639,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",,faire,même en dix ans,en dix ans,,,,objet,faire,en dix ans,1882-10-12-03-00,1872-10-12 03:00,1882-10-12 03:00,objet,faire,,1882-10-12-03,seulement_auto
8642 || 8643 || 8646,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",il,paria,cinq mille livres 100 000 F,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8642 || 8643 || 8653,5,193,416,"L' honorable gentleman, cloué sur son fauteuil, eût donné sa fortune pour pouvoir faire le tour du monde, même en dix ans! et il paria cinq mille livres( 100 000 F) en faveur de Phileas Fogg.",il,paria,en faveur de Phileas Fogg,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8670 || 8673 || 8663,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",on,démontrait,en même temps que la sottise du projet,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8670 || 8673 || 8672,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",on,démontrait,lui en,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8670 || 8673 || 8675,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",on,démontrait,l'inutilité,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8677 || 8679 || 8678,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",il,contentait,se,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8677 || 8681 || _,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",il,répondre,,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8698 || 8703 || 8701,5,193,417,"Et quand, en même temps que la sottise du projet, on lui en démontrait l' inutilité, il se contentait de répondre:« Si la chose est faisable, il est bon que ce soit un Anglais qui le premier l' ait faite!",qui le premier,faite,l',cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8708 || 8710 || 8709,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",on,était,en,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8708 || 8710 || 8711,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",on,était,là,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8714 || 8719 || 8718,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",les partisans de Phileas Fogg,raréfiaient,se,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
_ || 8735 || 8727,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",,mettait,tout le monde et non sans raison,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
_ || 8735 || 8734,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",,mettait,se,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
_ || 8735 || 8737,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",,mettait,contre lui,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8739 || 8742 || 8741,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",on,prenait,le,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8739 || 8742 || 8747,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",on,prenait,qu'à cent cinquante,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8739 || 8742 || 8751,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",on,prenait,à deux cents contre un,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,cinq jours après son départ,1872-10-12-03-00,,,precedent_context,commencèrent,1872-10-07-00,1872-10-12-03,temps_different
8764 || 8769 || 8761,5,194,419,"Or, on en était là, les partisans de Phileas Fogg se raréfiaient de plus en plus; tout le monde, et non sans raison, se mettait contre lui; on ne le prenait plus qu' à cent cinquante, à deux cents contre un, quand, sept jours après son départ, un incident, complètement inattendu, fit qu' on ne le prit plus du tout.",un incident complètement inattendu,fit,sept jours après son départ,cinq jours après son départ,1872-10-07-00-00,,,precedent_context,commencèrent,sept jours après,1872-10-19-03-00,,,objet,départ,1872-10-07-00,1872-10-19-03,temps_different
